/m/02q3fdr;/film/film/executive_produced_by;/m/04jspq;/m/02q3fdr;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/09c7w0;/m/02q3fdr;/film/film/dubbing_performances./film/dubbing_performance/actor;/m/05j0wc;/m/01hmnh;/media_common/netflix_genre/titles;/m/02q3fdr;/m/02q3fdr;/film/film/genre;/m/01hmnh;6.9425015;6.7628837;1;1.3333333333333333
/m/02qr69m;/film/film/language;/m/02h40lc;/m/02qr69m;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;/m/02qr69m;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;/m/02qr69m;/film/film/genre;/m/01jfsb;/m/02qr69m;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;8.303699;8.352281;1;1.0
/m/060pl5;/people/person/gender;/m/05zppz;/m/060pl5;/people/person/profession;/m/0dxtg;/m/060pl5;/people/person/profession;/m/02krf9;/m/060pl5;/people/person/nationality;/m/09c7w0;/m/060pl5;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gr51;7.3984365;5.7008643;1;1.0
/m/03hmt9b;/common/topic/webpage./common/webpage/category;/m/08mbj5d;/m/03hmt9b;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/02r96rf;;;;;;;;;;3.8423574;4.177988;1;1.0
/m/0156q;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/028kb;/m/0156q;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/04wzr;/m/0156q;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/04w_7;/m/0156q;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/0ll3;/m/0156q;/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month;/m/0lkm;7.140051;7.184944;1;2.0
/m/0bt4g;/film/film/language;/m/02h40lc;/m/0bt4g;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/07ssc;/m/0bt4g;/film/film/estimated_budget./measurement_unit/dated_money_value/currency;/m/09nqf;/m/0gr51;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0bt4g;/m/0bt4g;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;8.902123;8.937201;1;1.0
/m/01grp0;/government/legislative_session/members./government/government_position_held/district_represented;/m/026mj;/m/01grp0;/government/legislative_session/members./government/government_position_held/district_represented;/m/05fjf;/m/01grp0;/government/legislative_session/members./government/government_position_held/district_represented;/m/05tbn;/m/01grp0;/government/legislative_session/members./government/government_position_held/district_represented;/m/07_f2;/m/01grp0;/government/legislative_session/members./government/government_position_held/district_represented;/m/05fkf;6.9823084;6.8361993;1;1.6666666666666667
/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/035qy;/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/015fr;/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/05b4w;/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0b90_r;/m/03qnvdl;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03gj2;5.9050293;5.8121414;1;2.3333333333333335
/m/06jzh;/people/person/profession;/m/02hrh1q;/m/0sz28;/people/person/spouse_s./people/marriage/spouse;/m/06jzh;;;;;;;;;;6.73506;6.920021;1;1.0
/m/0fnb4;/common/topic/webpage./common/webpage/category;/m/08mbj5d;/m/0162b;/base/aareas/schema/administrative_area/capital;/m/0fnb4;;;;;;;;;;6.162185;6.840481;1;1.0
/m/0j6cj;/people/person/profession;/m/09jwl;/m/0j6cj;/people/person/profession;/m/0dz3r;/m/0342h;/music/instrument/instrumentalists;/m/0j6cj;/m/0j6cj;/music/artist/track_contributions./music/track_contribution/role;/m/05r5c;/m/06by7;/music/genre/artists;/m/0j6cj;8.005735;8.108964;1;1.0
/m/0hskw;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;/m/0hskw;/people/person/nationality;/m/0345h;/m/0hskw;/people/person/place_of_birth;/m/0156q;/m/0hskw;/people/person/nationality;/m/09c7w0;;;;8.090952;7.7603436;1;1.0
/m/0127ps;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09zzb8;/m/0127ps;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01pvkk;/m/0127ps;/film/film/genre;/m/02l7c8;/m/0127ps;/film/film/language;/m/02h40lc;/m/0127ps;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;7.616864;7.101536;1;1.6666666666666667
/m/01n7qlf;/people/person/nationality;/m/09c7w0;/m/01n7qlf;/people/person/spouse_s./people/marriage/type_of_union;/m/04ztj;/m/01n7qlf;/people/person/profession;/m/02hrh1q;/m/01n7qlf;/people/person/profession;/m/09jwl;/m/01n7qlf;/people/person/gender;/m/02zsn;8.392536;6.9909706;1;1.0
/m/0m75g;/common/topic/webpage./common/webpage/category;/m/08mbj5d;/m/02jx1;/location/location/contains;/m/0m75g;/m/07ssc;/location/location/contains;/m/0m75g;;;;;;;5.3587217;5.735529;1;1.0
/m/0dr31;/common/topic/webpage./common/webpage/category;/m/08mbj5d;/m/0dr31;/base/aareas/schema/administrative_area/administrative_parent;/m/09krp;/m/0345h;/location/location/contains;/m/0dr31;;;;;;;7.438649;8.165936;1;1.0
/m/0260bz;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0ch6mp2;/m/0260bz;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/0dxtw;/m/0260bz;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/09vw2b7;/m/0260bz;/film/film/other_crew./film/film_crew_gig/film_crew_role;/m/01pvkk;/m/0260bz;/film/film/country;/m/09c7w0;7.2906313;6.9884434;1;1.3333333333333333
/m/01pny5;/people/person/profession;/m/0nbcg;/m/01pny5;/people/person/profession;/m/09jwl;/m/01pny5;/people/person/profession;/m/0dz3r;/m/01pny5;/people/person/profession;/m/039v1;/m/01pny5;/people/person/gender;/m/05zppz;6.6341934;5.8075905;1;3.3333333333333335
/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/02vzc;/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/0d0vqn;/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/03rjj;/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/06mkj;/m/0h63gl9;/film/film/release_date_s./film/film_regional_release_date/film_release_region;/m/059j2;5.9206314;5.900257;1;2.6666666666666665
